id,name,popularity,duration_ms,artists,id_artists,release_date,mood,url
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,87,245426,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],13-11-2019,Calm,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
2bRKxuH1o7pTmb1y4GfdEc,Clean White Noise - Loopable with no fade,86,90228,"['Erik Eriksson', 'White Noise Baby Sleep', 'White Noise for Babies']","['2c5WYCqQGs0UttiLCzVfOe', '4W12lEvVl5wectUtRNrvDh', '4ZfEELHfyKd4odAb6YfDFw']",08-01-2017,Calm,
1BncfTJAWxrsxyT9culBrj,Experience,79,315427,"['Ludovico Einaudi', 'Daniel Hope', 'I Virtuosi Italiani']","['2uFUBdaVGtyMqckSeCl0Qj', '59r5UU2HOytn9V5uMZ5Vur', '1k1AM2ESRQseVAj6rvBdtx']",01-01-2013,Calm,https://open.spotify.com/track/1BncfTJAWxrsxyT9culBrj
7ejeQLLLGjVriLS7cojERB,YKWIM?,79,212750,['Yot Club'],['6FugQjLquBF4JzATRN70bR'],31-05-2019,Calm,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
65rkHetZXO6DQmBh3C2YtW,White Noise - 500 hz,78,147097,['Granular'],['1jfnMuDBl5OaAoU0VwLD8m'],13-10-2017,Calm,https://open.spotify.com/track/65rkHetZXO6DQmBh3C2YtW
6H4B9gJD6eQlNoEh8q85pP,White Noise - 145 hz,77,135484,['Granular'],['1jfnMuDBl5OaAoU0VwLD8m'],13-10-2017,Calm,https://open.spotify.com/track/6H4B9gJD6eQlNoEh8q85pP
1LGFhRGycG5VI9cU8gFgVP,Losing Interest,77,120547,"['itssvd', 'Shiloh Dynasty']","['5yaF4LUw7ON1RmE4O8Q03C', '1wxPItEzr7U7rGSMPqZ25r']",12-02-2017,Calm,https://open.spotify.com/track/55XrFge2dEZwYzNl128DwN
0baNzeUcPQnQSagpe8T0mD,worldstar money (interlude),77,126312,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],14-02-2018,Calm,https://open.spotify.com/track/0baNzeUcPQnQSagpe8T0mD
6potEImiklXkwD9qFzpu15,Forever,77,202536,['Labrinth'],['2feDdbD5araYcm6JhFHHw7'],04-10-2019,Calm,https://open.spotify.com/track/6potEImiklXkwD9qFzpu15
7svpAkwc6xaSxlbZ7V7JiS,i was all over her,76,161463,['salvia palth'],['0pg0Zm8FsGAYy5kdHuBnSo'],01-01-2013,Calm,https://open.spotify.com/track/6mSnSuOhgHHohqeBw76jRV
129ldjjvnFfA7Ygc8ktYnh,Soft Brown Noise,76,160003,['High Altitude Samples'],['3T9Rn6sxhCylmpTyWCuu1f'],15-11-2018,Calm,https://open.spotify.com/track/129ldjjvnFfA7Ygc8ktYnh
0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,75,237793,['Petit Biscuit'],['6gK1Uct5FEdaUWRWpU4Cl2'],2015,Calm,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1
506O2O13slCAUEo6w8aqr8,I'll Keep You Safe,75,185876,['sagun'],['4YJkA3YshwZ8FwljpMW0II'],06-10-2017,Calm,https://open.spotify.com/track/01Rc6yXYtujAnMaR1NME11
5pGBDKBaR63vuJ4g8ialcU,Deep Sleep Recovery Noise,75,63000,['Water Sound Natural White Noise'],['79Xztd6s33dW9S4V0f4NsQ'],25-02-2020,Calm,https://open.spotify.com/track/5pGBDKBaR63vuJ4g8ialcU
7qH9Z4dJEN0l9bidizW7fq,Anchor,74,257533,['Novo Amor'],['0rZp7G3gIH6WkyeXbrZnGi'],26-05-2017,Calm,https://open.spotify.com/track/7qH9Z4dJEN0l9bidizW7fq
0tPLCqTT1rEHbv9Ruxtnwh,Brahms Lullaby,74,152000,['Beth McLaughlin'],['4nTpgCVfCqU7ouzQeZw0rL'],11-05-2017,Calm,https://open.spotify.com/track/6bthZmZoyjO3lChtcfkP5p
2Cd1uLyjCQXAdpG1oHLjfY,Snowman,74,195136,['WYS'],['2CiO7xWdwPMDlVwlt9qa1f'],08-12-2019,Calm,https://open.spotify.com/track/5oKzIi5OFGRD8f2oGaHLtj
6S7o12almFeL57rbRvdY5l,Vas,74,90324,['jagger finn'],['4b1cEwAKl1Wdg6x8kkraJa'],28-08-2019,Calm,https://open.spotify.com/track/6S7o12almFeL57rbRvdY5l
0CzeAbfKFnxnWjwo5iYiCG,Brothers In Arms,73,424000,['Dire Straits'],['0WwSkZ7LtFUFjGjMZBMt6T'],13-05-1985,Calm,https://open.spotify.com/track/3elV4E1GOKfF0MVRgdp6eU
3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,73,357707,['Ludovico Einaudi'],['2uFUBdaVGtyMqckSeCl0Qj'],01-01-2004,Calm,https://open.spotify.com/track/3weNRklVDqb4Rr5MhKBR3D
38wDkBNOGJJ0YtqWOaLEFh,Baby Sleep Shhh: The Perfect Settling Tool for Babies!,73,331303,['littleONES'],['2p8rLc4EurmlEyJq770JPl'],08-10-2016,Calm,https://open.spotify.com/track/38wDkBNOGJJ0YtqWOaLEFh
0f5IlhiVWUUq4SGHyrRxIt,Viento Estelar,73,185943,['Universo'],['1Ww4X8PlwRBiocjYoAoQ4N'],18-01-2021,Calm,https://open.spotify.com/track/0f5IlhiVWUUq4SGHyrRxIt
147gCksvDRmjG1pO51ZCcf,"Twinkle, Twinkle, Little Star",73,100562,['Adelmar Borrego'],['5bdLiUDd0rIMAkT1y6zLaE'],31-01-2020,Calm,https://open.spotify.com/track/147gCksvDRmjG1pO51ZCcf
70w16KjhO0HQz6eqllKYJo,Appreciation,73,169000,['Vishal Casey'],['4gaEPQ8r7KJfK9QE9nV0Wa'],03-12-2020,Calm,https://open.spotify.com/track/70w16KjhO0HQz6eqllKYJo
6FLwmdmW77N1Pxb1aWsZmO,Only Time,72,218547,['Enya'],['6uothxMWeLWIhsGeF7cyo4'],11-11-2000,Calm,https://open.spotify.com/track/6FLwmdmW77N1Pxb1aWsZmO
0RjG5JmdOWXAR68dGlKBA5,Hidden In the Sand,72,112960,['Tally Hall'],['7lqaPghwYv2mE9baz5XQmL'],24-10-2005,Calm,https://open.spotify.com/track/0RjG5JmdOWXAR68dGlKBA5
6ZFbXIJkuI1dVNWvzJzown,Time,72,275547,['Hans Zimmer'],['0YC192cP3KPCRWx8zr8MfZ'],09-07-2010,Calm,https://open.spotify.com/track/6ZFbXIJkuI1dVNWvzJzown
0V5cvmTKsYmF5FmGGEAfmS,Je te laisserai des mots,72,160853,['Patrick Watson'],['7bPs6jf983f0bjRAt1yxDM'],10-09-2010,Calm,https://open.spotify.com/track/44A0o4jA8F2ZF03Zacwlwx
11Rm75lU5EmETsTR22C0gT,Rolling Ocean Waves,72,96872,"['Ocean Waves For Sleep', 'Ocean Sounds Collection', 'Ocean Sounds', 'Fresh Water Sounds', 'Water Sound Natural White Noise']","['2CgVSpL4tfbUuHmTGS7wF3', '1AavJbrmyu2LqJRUmR05RY', '7g56xCsozigPH5OgmwinYA', '2qL9AGTy8Mr016YBC0dvGV', '79Xztd6s33dW9S4V0f4NsQ']",04-06-2015,Calm,https://open.spotify.com/track/2mXBRRex6rphp9nnfQK7pV
7qrBYrivpvfXUPBMmqh3dA,5:32pm,72,136914,['The Deli'],['1EJzWKVDeysgbyuZGfEFde'],17-10-2016,Calm,https://open.spotify.com/track/0Q2LHrREFF9rtX3PuMUoNL
5I21rMWLtCjWQl6QyLn85W,Pure Brown Noise - Loopable with no fade,72,72223,"['Erik Eriksson', 'White Noise for Babies', 'White Noise Baby Sleep']","['2c5WYCqQGs0UttiLCzVfOe', '4ZfEELHfyKd4odAb6YfDFw', '4W12lEvVl5wectUtRNrvDh']",08-01-2017,Calm,
7pdF27mSDuPWhppnHAmWHa,whoa (mind in awe),72,157777,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],07-12-2018,Calm,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
0KByxc2bldSo9PtAQQnipz,Cabin Back Noise,72,171719,['High Altitude Samples'],['3T9Rn6sxhCylmpTyWCuu1f'],15-11-2018,Calm,https://open.spotify.com/track/0KByxc2bldSo9PtAQQnipz
3LgWsmilsrWXiPYQFRD0T7,goodbye,72,119410,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],29-03-2019,Calm,https://open.spotify.com/track/3LgWsmilsrWXiPYQFRD0T7
3AFEx7f9qxc6U59s27Tp1V,White Noise Crashing Waves,72,168000,['Bruce Brus'],['6jKgLzBdINpIrcinbmi7hI'],09-08-2019,Calm,https://open.spotify.com/track/3AFEx7f9qxc6U59s27Tp1V
3r1ZQqUe14xxssPt2Rkd6j,Sleepy Journey,72,170700,['Cokobi'],['3PUoyrYPm3P6HQAPEFwdyg'],05-12-2020,Calm,https://open.spotify.com/track/3r1ZQqUe14xxssPt2Rkd6j
2XwakW5X0FkLa7xGfgDwot,Sogno Illuminum,72,140786,['Enchanted Feel'],['6Rfx3Kq2IphTcrtkQRejYX'],23-09-2020,Calm,https://open.spotify.com/track/0xAvs3yyfYZOmzJorbPIwq
0kKOC50fPTnqmrYvtJInsT,Nepenthe,72,151750,['Clyde Boudreaux'],['2uJ9p2oANjdZ8N5Ni7OL4L'],31-01-2020,Calm,https://open.spotify.com/track/0kKOC50fPTnqmrYvtJInsT
2agBDIr9MYDUducQPC1sFU,River Flows In You,71,188787,['Yiruma'],['0fauHpmSHwodVYIjTqOGHz'],27-11-2001,Calm,https://open.spotify.com/track/2agBDIr9MYDUducQPC1sFU
0Dkibk70FDp6t7eOZNemNQ,Una Mattina,71,203800,['Ludovico Einaudi'],['2uFUBdaVGtyMqckSeCl0Qj'],01-01-2004,Calm,https://open.spotify.com/track/0Dkibk70FDp6t7eOZNemNQ
6kkwzB6hXLIONkEk9JciA6,Weightless,71,480107,['Marconi Union'],['3nZ3ed6p4CKc1McTLypr6H'],29-10-2012,Calm,https://open.spotify.com/track/6kkwzB6hXLIONkEk9JciA6
20GlDz2SYsXF8pzdxguxfe,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",71,595106,['White Noise Baby Sleep'],['4W12lEvVl5wectUtRNrvDh'],27-03-2015,Calm,https://open.spotify.com/track/20GlDz2SYsXF8pzdxguxfe
7kgNuTgyO9T26DGV6aXptE,Renewal,71,491147,['Liquid Mind'],['2mvZFsiQR3yWcHAroduCTF'],05-02-2016,Calm,https://open.spotify.com/track/2LrdECDvuHjNv6HcHhPIdN
429NtPmr12aypzFH3FkN9l,Coffee,71,126825,['beabadoobee'],['35l9BRT7MXmM8bv2WDQiyB'],04-11-2017,Calm,https://open.spotify.com/track/429NtPmr12aypzFH3FkN9l
435yU2MvEGfDdmbH0noWZ0,worldstar money (interlude),71,126312,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],03-11-2017,Calm,https://open.spotify.com/track/0baNzeUcPQnQSagpe8T0mD
1VLCctJbr8AjrZQ0KoyJ4A,Imagination,71,104777,"['Shiloh Dynasty', 'Patient Zero']","['1wxPItEzr7U7rGSMPqZ25r', '7z6qM92XcUIwugTRs2PcmZ']",02-06-2018,Calm,https://open.spotify.com/track/5bttUhX2smfy7urwlidPfG
17i5jLpzndlQhbS4SrTd0B,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",70,152280,"['Johann Sebastian Bach', 'Yo-Yo Ma']","['5aIqB5nVVvmFsvSdExz408', '5Dl3HXZjG6ZOWT5cV375lk']",1983,Calm,https://open.spotify.com/track/17i5jLpzndlQhbS4SrTd0B
5u5aVJKjSMJr4zesMPz7bL,"Clair de Lune, L. 32",70,268000,"['Claude Debussy', 'Martin Jones']","['1Uff91EOsvd99rtAupatMP', '1VzJXXVXsYbEK773GWSoND']",1994,Calm,https://open.spotify.com/track/5u5aVJKjSMJr4zesMPz7bL
3YYKrn3iGOAel605Znt3ai,"Comptine d'un autre été, l'après-midi",70,140733,['Yann Tiersen'],['00sazWvoTLOqg5MFwC68Um'],23-04-2001,Calm,https://open.spotify.com/track/14rZjW3RioG7WesZhYESso
0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",70,174267,"['Camille Saint-Saëns', 'Yo-Yo Ma', 'Kathryn Stott']","['436sYg6CZhNefQJogaXeK0', '5Dl3HXZjG6ZOWT5cV375lk', '7JmDqds7Y1LRSWZVM8e0Og']",18-09-2015,Calm,https://open.spotify.com/track/0jOnZhF75V68VsBObWx2XO
0SUDiaR0qm30fXVGPjPvRp,Visions of Gideon,70,247808,['Sufjan Stevens'],['4MXUO7sVCaFgFjoTI5ox5c'],03-11-2017,Calm,https://open.spotify.com/track/0SUDiaR0qm30fXVGPjPvRp
18lKp9uRyR2xJZFvg8ZWUC,Clean & Pure White Noise,70,150000,['Zenibly'],['3Lbo9NybtvftZ5hgfe8KVg'],01-08-2018,Calm,https://open.spotify.com/track/18lKp9uRyR2xJZFvg8ZWUC
34A2accnIDPOhkRltN8KJY,Call me,70,126250,['90sFlav'],['6OOxsmeDk34xk6Ok3Ap95C'],09-02-2018,Calm,https://open.spotify.com/track/1tZQJiCrjMuWZkNdtClr2Z
2IAR0DziHCjSu16gR4ihvy,Nothing,70,162797,['Bruno Major'],['0hDjKSKjl1DC7ovYTDJHe8'],05-06-2020,Calm,https://open.spotify.com/track/1lORkxEMmsCZqhoxcmk3A3
1oMUYmXy85ZOQGZ2fylBiN,Itsy bitsy spider,70,82500,['Mingmei Hsueh'],['2Z1JaXCxqUBOH0Zm2Eyrxq'],24-01-2020,Calm,https://open.spotify.com/track/1oMUYmXy85ZOQGZ2fylBiN
733hyyG8U8kxxebds98nc6,First Date,70,173143,['frad'],['1XLYJ9VzlgEpBdlkC4MhOL'],21-04-2018,Calm,https://open.spotify.com/track/733hyyG8U8kxxebds98nc6
5NGtFXVpXSvwunEIGeviY3,Gymnopédie No. 1,69,205867,"['Erik Satie', 'Philippe Entremont']","['459INk8vcC0ebEef82WjIK', '4x2fCu6MNErew0pb64yOBO']",1949,Calm,https://open.spotify.com/track/5NGtFXVpXSvwunEIGeviY3
4fQMGlCawbTkH9yPPZ49kP,Green Onions,69,176333,"[""Booker T. & the M.G.'s""]",['2vDV0T8sxx2ENnKXds75e5'],1962,Calm,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP
1VNvsvEsUpuUCbHpVop1vo,"Nocturne No.2 In E Flat, Op.9 No.2",69,273667,"['Frédéric Chopin', 'Daniel Barenboim']","['7y97mc3bZRFXzT2szRM4L4', '78sEozQOEJxzXegUuqRSgH']",01-01-1982,Calm,https://open.spotify.com/track/1VNvsvEsUpuUCbHpVop1vo
2LD2gT7gwAurzdQDQtILds,Veridis Quo,69,345187,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],12-03-2001,Calm,https://open.spotify.com/track/2LD2gT7gwAurzdQDQtILds
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",69,315427,"['Ludwig van Beethoven', 'Paul Lewis']","['2wOqMjp9TyABvtHdOSOTUS', '4LYCuV8d6rylb6zjv2k03l']",25-09-2007,Calm,https://open.spotify.com/track/3wzMVnEGBTggY6IkQSlUkU
3Y4rUyw7XBCK6hGHCOt6rp,"Call It Fate, Call It Karma",69,204773,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],25-03-2013,Calm,https://open.spotify.com/track/3Y4rUyw7XBCK6hGHCOt6rp
4IsHMzDbRE8q5Z4ALsQj3o,Sky and Sand,69,230500,"['Paul Kalkbrenner', 'Fritz Kalkbrenner']","['0rasA5Z5h1ITtHelCpfu9R', '08Ut1tYxtmgIInVyQqohkM']",12-07-2013,Calm,https://open.spotify.com/track/3ZSqMer9RLSglvi18bWXYV
6pWgRkpqVfxnj3WuIcJ7WP,Cornfield Chase,69,126960,['Hans Zimmer'],['0YC192cP3KPCRWx8zr8MfZ'],18-11-2014,Calm,https://open.spotify.com/track/6pWgRkpqVfxnj3WuIcJ7WP
7I4ibsZgwuf46g0xHuTC8s,HDMI,69,139440,['BONES'],['5v2WhpA59TJSdPh7LCx1lN'],02-12-2014,Calm,https://open.spotify.com/track/7I4ibsZgwuf46g0xHuTC8s
7MdZQXUBijQxcBkYz4G1Z5,Affection,69,117495,['Jinsang'],['5FsfZj0Mp6YwEWytuJUcWt'],23-12-2016,Calm,https://open.spotify.com/track/3ukklzkdKjDzqkroiXTvf4
0bxcUgWlOURkU6lZt4zog0,Locket,69,318379,['Crumb'],['4kSGbjWGxTchKpIxXPJv0B'],23-06-2017,Calm,https://open.spotify.com/track/2vfPsGhqMbqmhjMGQ52dYf
2zhPy8zbBf53XgTtkEbnbO,Oblivion,69,152920,"['Rufi-O', 'Lily Potter']","['5GKakcgOxfujEnTZOffcRn', '2ICXkeX9vhcboodu8Auv8p']",13-12-2018,Calm,https://open.spotify.com/track/4R1JcH7h530B9vnJSEFNpH
5qB5TZJtTY6gSBcIwv4gK8,Baby Sleep Shhh,69,86653,['littleONES'],['2p8rLc4EurmlEyJq770JPl'],27-11-2019,Calm,https://open.spotify.com/track/1VJVYAu4vQUWSrlvuuGBDx
6DCxsitO66sRaPLAZJMFkT,Womb Sound With Mother's Heartbeat and Sleep Pulse,69,137183,['Womb Sound'],['0sKsn885C4hMXbWfhLKGy6'],18-09-2018,Calm,https://open.spotify.com/track/5LVV7kB2wWhNCsgh810ivP
55GHdnqOdONST4g3dp744w,Tanpa Batas Waktu - 8D Version,69,256901,"['Ade Govinda', 'Fadly']","['1lg1jqQMMJQQFFMnkxn0zV', '5lPf0QTFRBnQXv1eurWsz1']",22-08-2020,Calm,https://open.spotify.com/track/55GHdnqOdONST4g3dp744w
0BFGPgLej2COqSzwxKmpkU,Endless Sky,69,106214,['Nils August Valentin'],['1R0tfqyK106XNJ68RUX5BH'],27-08-2020,Calm,https://open.spotify.com/track/0BFGPgLej2COqSzwxKmpkU
5Zf25eS8E1znm9mez4cGsm,Reflections,68,130693,['Toshifumi Hinata'],['08tfDO4dSrwxax35a3HIMC'],28-11-1986,Calm,https://open.spotify.com/track/5Zf25eS8E1znm9mez4cGsm
2MSgFefjK0T7Iwjvr3OKqV,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",68,259493,"['Frédéric Chopin', 'Mikhail Pletnev']","['7y97mc3bZRFXzT2szRM4L4', '2YdRnOqBXCl9g8xCLcGh8C']",2000,Calm,https://open.spotify.com/track/2MSgFefjK0T7Iwjvr3OKqV
1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",68,207267,"['George Frideric Handel', 'Alexander Briger', 'Academy of St. Martin in the Fields']","['1QL7yTHrdahRMpvNtn6rI2', '6bk0YPhJSL44WBtoGe4GI6', '77CaCn32H4mOMQA7UElzfF']",2002,Calm,https://open.spotify.com/track/1upQiytDIEZfl9ItruoXuC
7oRNU7Tmek0nm2lqyDojoG,Beach Baby,68,160093,['Bon Iver'],['4LEiUm1SRbFMgfqnQTwUbQ'],20-01-2009,Calm,https://open.spotify.com/track/2LXtyj95dK56ENS1QLt4IB
1oofwLaSk4kDIWAYT5ZGK7,Welcome Home,68,287393,['Radical Face'],['5EM6xJN2QNk0cL7EEm9HR9'],05-10-2010,Calm,https://open.spotify.com/track/6HTVZeVQ9J6Uiq6tHESxU9
5LLtNp8qc3NaCIieZ2W4Dk,Night Trouble,68,391257,['Petit Biscuit'],['6gK1Uct5FEdaUWRWpU4Cl2'],2015,Calm,https://open.spotify.com/track/5LLtNp8qc3NaCIieZ2W4Dk
1C0h4SvAveezqMSeAo86XA,The Early Morning Rain,68,87874,"['White Noise Baby Sleep', 'White Noise for Babies', 'White Noise For Baby Sleep', 'Natural Sounds', 'Nature & Sounds Backgrounds']","['4W12lEvVl5wectUtRNrvDh', '4ZfEELHfyKd4odAb6YfDFw', '4DZJCpvGQbzpA0gmEZ40s3', '1arpeXjzf6nmroE8PsxlxN', '0EXz07wwHOJ8CsFPxcaYMO']",06-06-2015,Calm,https://open.spotify.com/track/5QPCvXWIB66EnCcxOHAvjC
2hIzjuxyItTpPuZZIULExJ,Sleeping Music (Deep Sleep),68,118674,['Deep Sleep Music Collective'],['6XJykeImeaTIiXaeoORBs5'],07-11-2016,Calm,https://open.spotify.com/track/2hIzjuxyItTpPuZZIULExJ
19JzJOMs4wkuKxY8WEOMea,this girl,68,122704,['Elijah Who'],['2b0aKuno01NxPWVCUVIEc8'],29-09-2017,Calm,https://open.spotify.com/track/6AknQdo6L05nsY2aQsxCFi
63qps2UseM4TTaciTdeK59,Monsun Thunderstorm,68,191781,['Thunderstorm Sound Bank'],['6xQDyC92UEZQCySBNTdkyx'],09-01-2017,Calm,https://open.spotify.com/track/63qps2UseM4TTaciTdeK59
0MrDqmqbP0xS9sGedtiuAC,Will you be there when I wake up,68,164125,['Gemma Casimaty'],['4i2qe6NHlNFfwcQpi6dpFC'],24-08-2019,Calm,https://open.spotify.com/track/0MrDqmqbP0xS9sGedtiuAC
7tanqB2ACecyj7AKjp5Cjq,Where Are You,68,193033,['Otnicka'],['3tSmEw5WMGAZ6sxt9Dt3Nt'],29-05-2020,Calm,https://open.spotify.com/track/7tanqB2ACecyj7AKjp5Cjq
6pnwfWyaWjQiHCKTiZLItr,Shine On You Crazy Diamond (Pts. 1-5),67,811077,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],12-09-1975,Calm,https://open.spotify.com/track/6pnwfWyaWjQiHCKTiZLItr
11X4Gw3T4hoktVruLgTnm1,Heartbeats,67,160240,['José González'],['6xrCU6zdcSTsG2hLrojpmI'],2003,Calm,https://open.spotify.com/track/5ibNaVO251Pb2c0Wdl00gG
4NsPgRYUdHu2Q5JRNgXYU5,Sweden,67,215500,['C418'],['4uFZsG1vXrPcvnZ4iSQyrx'],04-03-2011,Calm,https://open.spotify.com/track/4NsPgRYUdHu2Q5JRNgXYU5
2UZZtkoLOg7IHxeTAdPFvd,Weightless Part 1,67,486840,['Marconi Union'],['3nZ3ed6p4CKc1McTLypr6H'],2012,Calm,https://open.spotify.com/track/2UZZtkoLOg7IHxeTAdPFvd
5xbuJuQsTVheVZvX2AJVIv,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",67,151507,"['Max Richter', 'Daniel Hope', 'Konzerthaus Kammerorchester Berlin', 'Andre de Ridder']","['2VZNmg4vCnew4Pavo8zDdW', '59r5UU2HOytn9V5uMZ5Vur', '19z3Is8jPDFmLphrQ2w2Du', '1pNP4idjNnhPXDLi0Jz12R']",01-01-2014,Calm,https://open.spotify.com/track/6fLXeujLOUvDQbMeUTJg16
5oo7lrBwuD4dVfJbBLyVyI,Sodium,67,115392,['BONES'],['5v2WhpA59TJSdPh7LCx1lN'],05-01-2015,Calm,https://open.spotify.com/track/5oo7lrBwuD4dVfJbBLyVyI
1hrar0wbUsvgSUpUXR5Wq0,Only,67,268456,['RY X'],['2KjAo6wVc9d2WcxdxSArpV'],06-05-2016,Calm,https://open.spotify.com/track/1b5t5WxtB7tg24OulHyXbQ
2ynHMuxTmMJ8DXfV49xsWA,Baby Dreams PT 2,67,102563,['Dream Shard'],['3EUg5IOxGnBPtjK0uzMxcJ'],15-11-2018,Calm,https://open.spotify.com/track/4hiNpkampmroaYDMRFmTT7
3lQu0W0vYlspohW9LNliYC,Cozy Rain,67,158655,['Sample Rain Library'],['4xoAruVAdJ3SOwVX3px97W'],12-04-2017,Calm,https://open.spotify.com/track/3lQu0W0vYlspohW9LNliYC
1RXXLvEKXmz2c6TG1EDUz2,Calm Pour,67,143583,['Microdynamic Recordings'],['3zG3fwEK20npYHIYooztq9'],07-10-2019,Calm,https://open.spotify.com/track/1RXXLvEKXmz2c6TG1EDUz2
2dz9Mx1pZKF2OLAPCr3AcC,Quiet Rain in River,67,120083,['Stereo Outdoor Sampling'],['34IdTgwUmZY7V5J44aFSzR'],10-10-2019,Calm,https://open.spotify.com/track/2dz9Mx1pZKF2OLAPCr3AcC
4CALLtGlZBwdpfQvMQvhH2,Nobody Cares,67,175229,['Kina'],['4qIVPF0s71ZYW3qzhu5GkF'],05-03-2018,Calm,https://open.spotify.com/track/4l2soLCGAoYvSKGyqFtsbJ
6UrBiRJabWOu90XTluKZER,Tepid Rainscape,67,132923,['Fizzonaut'],['0NBa3X8xLJZR9XD1BK7zI9'],29-11-2019,Calm,https://open.spotify.com/track/6UrBiRJabWOu90XTluKZER
2Ec1iryNc1k6zkv1Nezz0F,528 Hz Release Inner Conflict & Struggle,67,135187,"['Miracle Tones', 'Solfeggio Healing Frequencies MT']","['4rXABp4A7KjG9elWFNAbO4', '5R9eOlQf7HGzD6srMeJKio']",20-10-2019,Calm,https://open.spotify.com/track/2Ec1iryNc1k6zkv1Nezz0F
0Ycl08JD5MBn28OPznygwz,Spaces,67,207000,['Spirit Minds'],['3GrOqlDYHDtloOS3v1cnvD'],07-09-2019,Calm,https://open.spotify.com/track/0Ycl08JD5MBn28OPznygwz
3Dgmyz32dxvtxvUTPS0CUI,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",67,112353,"['Antonio Vivaldi', 'Florian Christl']","['2QOIawHpSlOwXDvSqQ9YJR', '4yanWaefFUJnIUV0aITdvV']",26-10-2018,Calm,https://open.spotify.com/track/3Dgmyz32dxvtxvUTPS0CUI
5p684vIzF5LOkmHL3I0tyM,"i'm in love with u, sorry",67,90316,"[""j'san""]",['5iMUho98faEp2w6j5p44PH'],02-10-2017,Calm,https://open.spotify.com/track/5p684vIzF5LOkmHL3I0tyM
6sSFbKl9oQ7ToYxBeTQZvw,At Dawn,67,136000,['Ever So Blue'],['6LwcYWG1molG0KW2xwnPd2'],26-07-2019,Calm,https://open.spotify.com/track/6sSFbKl9oQ7ToYxBeTQZvw
4xyiM6KWF90l9wQh07GJvN,Deep Thunderstorm,67,152563,['Weather Factory'],['1hzMcARZTayoVUZwkkiBUb'],09-01-2017,Calm,https://open.spotify.com/track/4xyiM6KWF90l9wQh07GJvN
1dKxf4Ht2SsKLyXfSDJAgy,The Cutest Puppy,67,82500,['Laureen Conrad'],['7vgGpuiXdNlCmc994PlMlz'],30-10-2020,Calm,https://open.spotify.com/track/1dKxf4Ht2SsKLyXfSDJAgy
2TjdnqlpwOjhijHCwHCP2d,The Great Gig in the Sky,66,283872,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],01-03-1973,Calm,https://open.spotify.com/track/2TjdnqlpwOjhijHCwHCP2d
2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)",66,166867,"['Pyotr Ilyich Tchaikovsky', 'André Previn', 'London Symphony Orchestra']","['3MKCzCnpzw3TjUYs2v7vDA', '2tfWguHr2nj4e8KXLKciVq', '5yxyJsFanEAuwSM5kOuZKc']",1976,Calm,https://open.spotify.com/track/2xizRhme7pYeITbH1NLLGt
2YarjDYjBJuH63dUIh9OWv,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",66,433800,"['Wolfgang Amadeus Mozart', 'Howard Shelley', 'London Mozart Players']","['4NJhFmfw43RLBLjQvxDuRS', '3pxt6077A2xXBAgMrgHRPg', '1sylrdKARMDYTJbs8IPWGy']",01-11-1995,Calm,https://open.spotify.com/track/1hqhfsPSftPIaXjtcGYF1N
2MZSXhq4XDJWu6coGoXX1V,Avril 14th,66,125520,['Aphex Twin'],['6kBDZFXuLrZgHnvmPu9NsG'],22-10-2001,Calm,https://open.spotify.com/track/1uaGSDFsLdReQgg8p7Obwh
